NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,YEAR
Cassandra Webb (Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,,Deceased Characters,58,1980
Claudette and Nicole St. Croix (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,58,1994
Greg Willis (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,58,2005
Korr (Moloid) (Earth-616),Secret Identity,Good Characters,,No Hair,,,Living Characters,58,2010
Daniel Brito (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,57,1964
Jackson Brice (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,57,1964
Quincy Harker (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,57,1973
Duvid Fortunov (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,57,1975
Philippa Sontag (Earth-616),Secret Identity,Bad Characters,Violet Eyes,Black Hair,Female Characters,,Living Characters,57,1986
Laurie Tromette (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,57,2010
Max Modell (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,57,2011
Arthur Pendragon (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,56,1944
Hera Argeia (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,56,1949
Johann Fennhoff (Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,56,1968
Mesmero (Vincent) (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,56,1968
Martha Robertson (Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,56,1969
James Braddock Jr. (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,56,1976
Ayesha (Earth-616),Secret Identity,,White Eyes,Blond Hair,Female Characters,,Living Characters,56,1977
Nebula (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Female Characters,,Living Characters,56,1985
Blackout (Lilin) (Earth-616),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,56,1990
Garrison Kane (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,56,1991
Phyla-Vell (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Homosexual Characters,Deceased Characters,56,2004
Vil (Earth-616),Secret Identity,Neutral Characters,,No Hair,Female Characters,,Living Characters,56,2010
Eliot Franklin (Clown) (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,55,1962
Psycho-Man (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,55,1967
Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,55,1979
Cleo Nefertiti (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,55,1985
Fen (Earth-616),No Dual Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,,Living Characters,55,
Martha Connors (Earth-616),Public Identity,,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,54,1963
Stan Lee (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,54,1963
Athena Parthenos (Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,54,1969
Hector Ayala (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,54,1975
Blake Tower (Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,54,1976
Dimitri Bukharin (Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,,Living Characters,54,1978
Captain Universe (Earth-616),Secret Identity,Good Characters,Variable Eyes,Variable Hair,Agender Characters,,Living Characters,54,1979
Mister Negative (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,54,2007
William Lumpkin (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,53,1963
Ego (Earth-616),No Dual Identity,,,No Hair,Male Characters,,Living Characters,53,1966
Bova Ayrshire (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,53,1974
Seth (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,53,1975
Brian Falsworth (Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Deceased Characters,53,1977
Nikolai Krylenko (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,53,1978
Valinor (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,53,1979
Ann Darnell (Earth-616),Secret Identity,,Green Eyes,Brown Hair,Female Characters,,Living Characters,53,1980
Alexander Pierce (Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53,1988
Kayla Ballantine (Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,53,1989
Vanessa Carlysle (Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Female Characters,,Living Characters,53,1991
Donyell Taylor (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,53,1993
Ken Ellis (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53,1994
Teon Macik (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53,2010
Wu (Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,53,2010
Eva Bell (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,53,2013
Zuras (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,52,1940
Kevin Marlow (Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,52,1941
Steven Rogers (William Burnside) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,52,1953
Space Phantom (Earth-616),,,Black Eyes,Brown Hair,Male Characters,,Living Characters,52,1963
Tana Nile (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,52,1966
Turk Barrett (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,52,1970
Xandarian Worldmind (Earth-616),Public Identity,Good Characters,,,,,Living Characters,52,1977
Argon (Microverse) (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,52,1979
Fabian Stankowicz (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,52,1982
Masque (Morlock) (Earth-616),Secret Identity,,Red Eyes,Bald,Male Characters,,Living Characters,52,1983
Manuel de la Rocha (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,52,1984
Kodiak Noatak (Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,52,1986
Graydon Creed (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,52,1993
Max Eisenhardt (Joseph) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,52,1995
Seward Trainer (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,52,1995
Tex Dawson (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,51,1954
Gunther Bain (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,51,1964
Jeryn Hogarth (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,51,1977
Robert Farrell (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51,1977
Maximillian Zaran (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,51,1979
Chons (Earth-616),Public Identity,Neutral Characters,Variable Eyes,,Male Characters,,Living Characters,51,1980
Mikhail Ursus (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,51,1981
Joshua Guthrie (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,51,1984
Antonio Rodriguez (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,51,1985
Jack Hammer (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51,1993
Neal Shaara (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51,2000
"John Jonah Jameson, Sr. (Earth-616)",No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,51,2009
Terry Vance (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,50,1940
Aphrodite Ourania (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,50,1948
M-11 (Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,50,1954
Sir Percy of Scandia (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,50,1955
Deborah Harris (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,50,1965
Llyra Morris (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,50,1970
Robert Kelly (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,50,1980
Susan Austin (Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,50,1988
Amelia Voght (Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,50,1993
Marshall Stone III (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,50,1993
Alexei Kravinoff (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,50,1997
Guy Smith (Earth-616),Secret Identity,Good Characters,Purple Eyes,White Hair,Male Characters,,Deceased Characters,50,2001
Tike Alicar (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,50,2001
Eden Fesi (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,50,2009
Raymond Dawson (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,1940
Henry Tinkelbaum (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,49,1941
Cookie Novak (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,49,1951
Hank Kelly (Earth-616),Public Identity,Good Characters,,Red Hair,,,Living Characters,49,1951
Robert Rider (Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,49,1976
Tania Belinskaya (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,49,1976
William Nasland (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,49,1977
Roger Bochs (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,49,1983
Marcus Stone (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,1989
Deidre Wentworth (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,49,1991
Fabian Cortez (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,49,1991
Sharra Neramani (Earth-616),Secret Identity,,Yellow Eyes,Purple Hair,Female Characters,,Deceased Characters,49,1993
Rumiko Fujikawa (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,49,1998
Gabriel Cohuelo (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,2010
Phillip Coulson (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,49,2012
Christopher Muse (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,2013
Doctor Watson (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,48,1940
Abraham Erskine (Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,48,1941
Umar (Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,48,1966
Satannish (Earth-616),Secret Identity,Bad Characters,Multiple Eyes,,Male Characters,,Deceased Characters,48,1968
Sha Shan (Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,48,1972
Blood Brothers (Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,48,1973
Nekra Sinclair (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,48,1973
Abraham Brown (Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,48,1974
Mamie Muggins (Earth-616),Public Identity,,,Grey Hair,Female Characters,,Living Characters,48,1974
In-Betweener (Earth-616),No Dual Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,,Living Characters,48,1975
Eric Payne (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,48,1977
Mentor (Imperial Guard) (Earth-616),Public Identity,Neutral Characters,White Eyes,No Hair,Male Characters,,Living Characters,48,1977
Starbolt (Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,48,1977
Manta (Earth-616),Public Identity,Neutral Characters,White Eyes,No Hair,Female Characters,,Living Characters,48,1980
Lorelei (Asgardian) (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,48,1983
Grace Powell (Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,48,1991
Rick Sheridan (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Light Brown Hair,Male Characters,,Living Characters,48,1991
Frances Barrison (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blue Hair,Female Characters,,Living Characters,48,1993
Shirley Washington (Earth-616),Public Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,48,1996
Tsu-Zana (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,48,1996
Richard Gilmore (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,48,1998
Tarene (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,48,2000
Melati Kusuma (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,48,2007
